         66953 function calls (63609 primitive calls) in 19.583 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   147/77    0.003    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
       52    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:391(cached)
       74    0.000    0.000    0.003    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_utils.py:76(lenient_issubclass)
  140/128    0.000    0.000    0.003    0.000 {built-in method builtins.issubclass}
       46    0.001    0.000    0.003    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:77(get_type_ref)
       14    0.000    0.000    0.003    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_discriminated_union.py:37(apply_discriminators)
       83    0.000    0.000    0.003    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:929(__init__)
       51    0.003    0.000    0.003    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:276(_optimize_charset)
       26    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       37    0.000    0.000    0.003    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_known_annotated_metadata.py:121(expand_grouped_metadata)
   120/14    0.000    0.000    0.003    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:488(inline_refs)
       30    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:100(acquire)
       25    0.003    0.000    0.003    0.000 {built-in method marshal.loads}
      155    0.002    0.000    0.003    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:146(_type_check)
        1    0.000    0.000    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:468(<listcomp>)
        6    0.003    0.001    0.003    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:2712(_generate_range)
      727    0.002    0.000    0.003    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:688(time)
        7    0.000    0.000    0.003    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:582(_repr_fn)
     1547    0.002    0.000    0.003    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimelike.py:373(__getitem__)
        1    0.000    0.000    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:1(<module>)
        6    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1619(path_hook_for_FileFinder)
        1    0.000    0.000    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_util.py:1(<module>)
        2    0.000    0.000    0.003    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\_compat.py:640(is_uploadfile_sequence_annotation)
        1    0.000    0.000    0.003    0.003 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\_strptime.py:261(compile)
        2    0.000    0.000    0.003    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\_compat.py:544(field_annotation_is_sequence)
        1    0.000    0.000    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\_mixins.py:278(__getitem__)
        2    0.003    0.001    0.003    0.001 {method 'bind' of '_socket.socket' objects}
        1    0.003    0.003    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:545(_box_func)
        4    0.000    0.000    0.003    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\_compat.py:538(_annotation_is_sequence)
       23    0.000    0.000    0.003    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1130(__subclasscheck__)
        1    0.000    0.000    0.003    0.003 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\__init__.py:40(__getattr__)
        9    0.003    0.000    0.003    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\encoders.py:31(isoformat)
        1    0.000    0.000    0.003    0.003 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\tools\datetimes.py:456(_array_strptime_with_fallback)
        2    0.000    0.000    0.003    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\lifespan\on.py:47(startup)
        2    0.000    0.000    0.002    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\lifespan\on.py:64(shutdown)
      792    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:917(_is_dunder)
       48    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:251(handle_list_schema)
        1    0.000    0.000    0.002    0.002 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\indexes\base.py:475(__new__)
        3    0.000    0.000    0.002    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:1406(create_server)
      937    0.002    0.000    0.002    0.000 {method 'copy' of 'dict' objects}
        7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
2883/2763    0.002    0.000    0.002    0.000 {built-in method builtins.len}
       15    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:536(_compile_info)
  521/510    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
       13    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2188(new_handler)
        1    0.002    0.002    0.002    0.002 {method 'connect' of '_socket.socket' objects}
       28    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
  247/135    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1016(__hash__)
       10    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:767(_loop_self_reading)
       89    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\contextlib.py:279(helper)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1578(_fill_cache)
      425    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1867(get_origin)
        9    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:931(format)
        8    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:519(Optional)
       13    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2185(<lambda>)
        9    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:665(format)
        9    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1576(makeRecord)
        8    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:444(recv)
        1    0.000    0.000    0.002    0.002 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_receivebuffer.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:674(close)
        9    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:283(__init__)
       13    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1461(__instancecheck__)
  299/172    0.000    0.000    0.002    0.000 {built-in method builtins.hash}
   123/14    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:425(collect_refs)
        1    0.000    0.000    0.002    0.002 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\responses.py:144(__call__)
      4/2    0.000    0.000    0.002    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\_exception_handler.py:43(sender)
       18    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\utils.py:126(formatdate)
        2    0.000    0.000    0.002    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\middleware\errors.py:157(_send)
        2    0.000    0.000    0.002    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\h11_impl.py:450(send)
      108    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:511(<genexpr>)
       90    0.002    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\contextlib.py:102(__init__)
     1940    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
       26    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
        9    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1199(__getitem__)
    30/22    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:931(match_type)
       23    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\copy.py:66(copy)
      869    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:254(get)
    25/22    0.001    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1223(__hash__)
      180    0.002    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:422(create_future)
   120/14    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_discriminated_union.py:45(inner)
       51    0.002    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:249(_compile_charset)
    60/53    0.000    0.000    0.002    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.002    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\lifespan\on.py:78(main)
       14    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:122(collect_definitions)
        5    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:3243(signature)
        9    0.000    0.000    0.002    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\logging.py:55(formatMessage)
      270    0.001    0.000    0.002    0.000 {built-in method builtins.max}
        5    0.000    0.000    0.002    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2989(from_callable)
        1    0.000    0.000    0.002    0.002 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\construction.py:517(sanitize_array)
   120/14    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:125(_record_valid_refs)
      6/5    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2369(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\applications.py:64(__init__)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\construction.py:769(_try_cast)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\cast.py:1199(maybe_cast_to_datetime)
       30    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       14    0.001    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\plugin\_schema_validator.py:21(create_schema_validator)
        2    0.001    0.001    0.001    0.001 {method 'listen' of '_socket.socket' objects}
    48/37    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_repr.py:86(display_as_type)
       26    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       13    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1666(__class_getitem__)
      617    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
        6    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
        3    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\re.py:232(findall)
     1136    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:233(__next)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_util.py:107(Sentinel)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\applications.py:998(setup)
       56    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:292(convert_with_key)
     2645    0.001    0.000    0.001    0.000 {function ConvertingDict.get at 0x000001D3EB588DC0}
       18    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\utils.py:155(format_datetime)
       14    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:158(collect_invalid_schemas)
        2    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:684(lifespan)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\socket.py:286(accept)
        4    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\applications.py:148(add_route)
     1466    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      281    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       53    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       27    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1379(_get_protocol_attrs)
      174    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\events.py:64(cancel)
        4    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:778(add_route)
       22    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_repr.py:82(__repr__)
   120/14    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:161(_is_schema_valid)
        2    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:704(configure_handler)
       14    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:567(validate_core_schema)
        4    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:209(__init__)
       14    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:723(_register)
       13    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1592(__init__)
      591    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\server.py:187(_log_started_message)
